Title,Autor,Year
An exploration of robot programming as a foundation for spatial reasoning and computational thinking in preschoolers’ guided play,Ilene R. Berson and Michael J. Berson and Candice McKinnon and Deeksha Aradhya and May Alyaeesh and Wenwei Luo and Ben Rydal Shapiro,2023
Computational Thinking and Attitudes Towards Computing: An Emerging Relationship in Elementary Students,"Ojeda-Ramirez, Santiago and Parker, Miranda C. and Garcia, Leiny and Tate, Tamara and Villa, Jillian Rae and Warschauer, Mark",2023
A Robotics Club in High School: an experience report,"De Rezende Freitas, Elias José and Guimarães, Marcos Prado and Ramos, João Vitor and Da Silva Júnior, Carlos Dias",2023
A robot-based digital storytelling approach to enhancing EFL learners’ multimodal storytelling ability and narrative engagement,Jia-Cing Liang and Gwo-Jen Hwang,2023
An empirical study on designing STEM + AI teaching to cultivate primary school students ' computational thinking perspective,"Li, Xing and Xiang, Hui and Zhou, Xiaochun and Jing, Huang",2023
A review of using multilevel modeling in e-learning research,Hung-Ming Lin and Jiun-Yu Wu and Jyh-Chong Liang and Yuan-Hsuan Lee and Pin-Chi Huang and Oi-Man Kwok and Chin-Chung Tsai,2023
An Elaboration of Research Led Computer Science Framework for Early Education,"Alharbi, Noha Abdulkhalig M. and Cutts, Quintin I.",2023
Children's computational thinking as the development of a possibility space,Theodore J. Kopcha and Ceren Ocak,2023
19 - The Insight Engine 2.0: the body and biomimetic systems as intelligent environments,Bill Seaman and Quran Karriem and Dev Seth and Hojung Ashley Kwon and John Herr,2023
Charting opportunities and guidelines for augmented reality in makerspaces through prototyping and co-design research,Iulian Radu and Josia Yuan and Xiaomeng Huang and Bertrand Schneider,2023
Coding Together: On Co-located and Remote Collaboration between Children with Mixed-Visual Abilities,"Rocha, Filipa and Correia, Filipa and Neto, Isabel and Pires, Ana Cristina and Guerreiro, Jo\~{a}o and Guerreiro, Tiago and Nicolau, Hugo",2023
An Educational Game to Promote the Development of Computational Thinking in Children Both Neurotypical and with Intellectual Disabilities,"Geremias, Matheus Soppa and Dutra, Taynara Cerigueli and Gasparini, Isabela and Maschio, Eleandro",2023
Characterising algorithmic thinking: A university study of unplugged activities✰,Adrián Bacelo and Inés M. Gómez-Chacón,2023
A research agenda for computational empowerment for emerging technology education,Rachel Charlotte Smith and Marie-Monique Schaper and Mariana Aki Tamashiro and Maarten {Van Mechelen} and Marianne Graves Petersen and Ole Sejer Iversen,2023
An automatic grading system for a high school-level computational thinking course,"Tisha, Sirazum Munira and Oregon, Rufino A. and Baumgartner, Gerald and Alegre, Fernando and Moreno, Juana",2023
Chapter Three - Exploring the potential of eye tracking on personalized learning and real-time feedback in modern education,Raimundo {da Silva Soares} and Amanda Yumi Ambriola Oku and Cândida da Silva Ferreira Barreto and João Ricardo Sato,2023
Chapter Six - Analyzing teacher–student interactions through graph theory applied to hyperscanning fNIRS data,Amanda Yumi Ambriola Oku and Eneyse Dayane Pinheiro and Raimundo {da Silva Soares} and João Ricardo Sato,2023
Chapter 3 - Nuclear power reactions driven radiation hardening environments,Ali Zamani Paydar and Seyed Kamal Mousavi Balgehshiri and Bahman Zohuri,2023
An AI-enhanced pattern recognition approach to temporal and spatial analysis of children's embodied interactions,Ceren Ocak and Theodore J. Kopcha and Raunak Dey,2023
Chapter 2 - Introduction to artificial intelligence and machine learning algorithms,Anthony D. Bowman and Leon Jololian,2023
Chapter 23 - Conclusion and outlook,Wen-mei W. Hwu and David B. Kirk and Izzat {El Hajj},2023
Chapter 1 - Introduction,Wen-mei W. Hwu and David B. Kirk and Izzat {El Hajj},2023
Aligning PBL with the NGSS: What do the NGSS offer PBL?,Emily Adah Miller and Samuel Severance and Joseph Krajcik,2023
Chapter 19 - Parallel programming and computational thinking,Wen-mei W. Hwu and David B. Kirk and Izzat {El Hajj},2023
Chapter 16 - Natural Language Processing,Leah Marie Hamilton and Jacob Lahne,2023
Algorithmic thinking in early childhood,"Kanaki, Kalliopi and Kalogiannakis, Michail",2023
Algorithmic Thinking and Extension of its Definition for Trainee Software Developers: A Systematic Literature Mapping,"Jiménez Toledo, Javier Alejandro and Collazos, César A. and Ortega, Manuel and Ramos, Deixy Ximena",2023
Changes in Colombian and Korean Teachers’ Self-Efficacy from talis 2018 and its Current Relation with Teacher Digital Competencies,Andry Bustamante-Barreto and Jin Eun Yoo,2023
Centering teacher and parent voice to realize culturally relevant computational thinking in early childhood,Frances K. Harper and Lori A. Caudle and Charles E. Flowers and Tabatha Rainwater and Margaret F. Quinn,2023
Algorithm Simulator,"Suvarna, Aniket and Shah, Jash and Shettigar, Shubham and Soni, Viral and Mathur, Amrita",2023
A deep learning technique for intrusion detection system using a Recurrent Neural Networks based framework,Sydney Mambwe Kasongo,2023
Can robot-supported learning enhance computational thinking?—A meta-analysis,Yang Wang and Bin Xie,2024
Can GPT-4 Think Computationally about Digital Archival Tasks? – Part 2,"Underwood, William and Gage, Joan",2024
AI in education: Comparative perspectives from STEM and Non-STEM instructors,Muhammed Parviz,2024
AI chatbots in programming education: Students’ use in a scientific computing course and consequences for learning,Suzanne Groothuijsen and Antoine {van den Beemt} and Joris C. Remmers and Ludo W. {van Meeuwen},2024
3CPEs: Concrete Computational Concepts Programming Environments for Elementary Computer Science Education,"Sung, Ching-Ying and Cherng, Fu-Yin and Chiu, Yi-Lun and Chen, Peng-Hsi and Chen, Bing-Yu",2024
Advancing young students’ computational thinking: An investigation of structured curriculum in early years primary schooling,Garry Falloon,2024
Building Awareness of Computational Thinking Pathways across a Large School District,"Rangel, Alessandra and Coenraad, Merijke and Ruiz, Pati and Dunbar, Kyle and Milenkovic, Lisa and Arriola, Sheryl and Marousky, Annmargareth",2024
Building a cognitive system based on process interaction,Viacheslav E. Wolfengagen and Larisa Ismailova and Sergey Kosikov,2024
Advancing AI education: Assessing Kenyan in-service teachers' preparedness for integrating artificial intelligence in competence-based curriculum,Maxwell Fundi and Ismaila Temitayo Sanusi and Solomon Sunday Oyelere and Mildred Ayere,2024
A critical review of teaching and learning artificial intelligence (AI) literacy: Developing an intelligence-based AI literacy framework for primary school education,Iris Heung {Yue Yim},2024
Bringing Teachers and Researchers Together through Participatory Design and Cooperative Prototyping in Computing Education,"Musaeus, Line Have and Petersen, Marianne Graves and Klokmose, Clemens Nylandsted",2024
Advanced technologies and mathematical metacognition: The present and future orientation,Alexios Kouzalis and Antonios Antoniou and Nicos Rossides and Rita Panaoura and Priyanka Yadav,2024
Bridging the Quantum Computing Skills Gap: Integrating Quantum Education into Computer Science Curricula,"Bahadori, Farzin and Dvorak, Radana",2024
Bridging the Gap: Computational Thinking as a Pathway to Equitable Math Education for Neurodiverse Learners,"Kastelein, Kate and Dawson, Kelsie and Tate, Rhonda",2024
BlueAI: Designing Artificial Intelligence for Environment Science and Climate Change Learning Experiences for K12 Students,"Dogan, Gulustan and Sahin, Elif and Wilkinson, Catherine Fay and Moody, Amelia K. and Song, Yang",2024
BERT-based transfer learning in tacit knowledge externalization: A study case of history teachers,Guang Li and Linkai Zhu and Fangfang Liu and Zhiming Cai and Yiyun Wang and Ruichen Gao,2024
Accelerated chemical science with AI,Seoin Back and Alán Aspuru-Guzik and Michele Ceriotti and Ganna Gryn'ova and Bartosz Grzybowski and Geun Ho Gu and Jason Hein and Kedar Hippalgaonkar and Rodrigo Hormázabal and Yousung Jung and Seonah Kim and Woo Youn Kim and Seyed Mohamad Moosavi and Juhwan Noh and Changyoung Park and Joshua Schrier and Philippe Schwaller and Koji Tsuda and Tejs Vegge and O. Anatole {von Lilienfeld} and Aron Walsh,2024
Autonomous chemistry: Navigating self-driving labs in chemical and material sciences,Oliver Bayley and Elia Savino and Aidan Slattery and Timothy Noël,2024
Automated Feedback in Software Engineering: Enhancing Computational Thinking Process,"Parsa, Faraz and Moghadam, Amir Ali Amiri and Ashuri, Turaj",2024
Automated entrance monitoring to investigate honey bee foraging trips using open-source wireless platform and fiducial tags,Diego Penaloza-Aponte and Sarabeth Brandt and Erin Dent and Robyn M. Underwood and Benedict DeMoras and Selina Bruckner and Margarita M. López-Uribe and Julio V. Urbina,2024
A metaphor-based robot programming approach to facilitating young children’s computational thinking and positive learning behaviors,Xinli Zhang and Yuchen Chen and Lailin Hu and Yiwei Bao and Yun-Fang Tu and Gwo-Jen Hwang,2024
Auglets: Intelligent Tutors for Learning Good Coding Practices by Solving Refactoring Problems,"Kumar, Amruth N.",2024
Assessing the Readiness of Pre-Service Mathematics Teachers in Utilizing the Scratch Application: A Case Study at Universiti Teknologi Malaysia,"Mohamad, Nurain Nadhirah and Abdullah, Abdul Halim and Hamzah, Mohd Hilmi",2024
Assessing the intention to adopt computational intelligence in interactive marketing,Rajat Kumar Behera and Pradip Kumar Bala and Nripendra P. Rana,2024
Assessing the Impact of Large Language Models on Problem-Solving Skills of Undergraduates - A Systematic Literature Review,"Riztha, Fathima and Wickramarachchi, Ruwan and Asanka, Dinesh and Disssanayke, Mathishi",2024
Assessing Self-Efficacy Method for Enhancing Computational Thinking in Educational Game Environment,"Nobnop, Ratchanon and Chondamrongkul, Nacha and Temdee, Punnarumol",2024
A Machine Learning-Based Adaptive Feedback System to Enhance Programming Skill Using Computational Thinking,"Kaleem, Muhammad and Hassan, Muhammad Awais and Khurshid, Syed Khaldoon",2024
"""We are in this together"": Supporting Neurodiverse Children in Participatory Design through Design Partnering","Iversen, Noah Teglvang Sejer and Ernstsen, Mathias Lundgaard and Iversen, Ole Sejer and Iivari, Netta and Kinnula, Marianne and Sharma, Sumita and Eriksson, Eva",2024
A systematic review on how educators teach AI in K-12 education,Xiaofan Liu and Baichang Zhong,2024
A systematic review of technology-enabled teacher professional development during COVID -19 pandemic,Lingyun Huang and Min Liang and Yuhan Xiong and Xiaomeng Wu and Cher Ping Lim,2024
Artificial intelligence literacy in primary education: An arts-based approach to overcoming age and gender barriers,Iris Heung Yue Yim,2024
Computational Thinking for Self-Regulated Learning,"Pasterk, Stefan and Benke, Gertraud",2024
Artificial intelligence literacy for technology education,Karin Stolpe and Jonas Hallström,2024
Artificial intelligence in education: A systematic literature review,Shan Wang and Fang Wang and Zhen Zhu and Jingxuan Wang and Tam Tran and Zhao Du,2024
Artificial intelligence in dance education: Using immersive technologies for teaching dance skills,Zheng Wang,2024
Computational Thinking Development in children both neurotypical and with Intellectual Disabilities by the Game “Pensar e Vestir”,"Soppa Geremias, Matheus and Cerigueli Dutra, Taynara and Maschio, Eleandro and Gasparini, Isabela",2024
A Latent Dirichlet Allocation approach to understanding students’ perceptions of Automated Writing Evaluation,Joshua Wilson and Saimou Zhang and Corey Palermo and Tania Cruz Cordero and Fan Zhang and Matthew C. Myers and Andrew Potter and Halley Eacker and Jessica Coles,2024
Computational Thinking Assessment Tools: A Systematic Review of the Literature (Initial Findings).,"Sheridan, Frances and Stynes, Paul and Pathak, Pramod and Quille, Keith",2024
A systematic literature review on software applications used to support curriculum development and delivery in primary and secondary education,Benjamin Agbo and Ceris Morris and Mogdam Osman and Joe Basketts and Theocharis Kyriacou,2024
Computational thinking and programming with Arduino in education: A systematic review for secondary education,José-Antonio Marín-Marín and Pedro Antonio García-Tudela and Pablo Duo-Terrón,2024
A Systematic Approach to Catalogue Learning Resources that Promote Computational Thinking,"Araújo, Cristiana and Rangel Henriques, Pedro and José Cerqueira, João",2024
Appalachian Ingenuity and the Need for Rurally Sustaining Computational Thinking Pathways,"Dunbar, Kyle M. and Coenraad, Merijke and Iwatani, Emi",2024
A Comparative Analysis of Tools &amp; Task Types for Measuring Computational Problem-Solving,"Bumbacher, Engin and Brender, J\'{e}r\^{o}me and Davis, Richard Lee",2024
Computational strategic communication in a data-driven world,Alvin Zhou and Toni G.L.A. {van der Meer},2024
Analyzing-Evaluating-Creating: Assessing Computational Thinking and Problem Solving in Visual Programming Domains,"Ghosh, Ahana and Malva, Liina and Singla, Adish",2024
Computational Empowerment in K-12 Education: Formative Assessment Strategies for Educational and Design Practices through Dialogic Learning Approaches,"Liu, Yu-Yu",2024
Computation at the Cutting Edge of Science,Sergey V. Kovalchuk and Clélia {de Mulatier} and Valeria V. Krzhizhanovskaya and Jiří Mikyška and Maciej Paszyński and Jack Dongarra and Peter M.A. Sloot,2024
Complementary conservation of South African crop wild relatives for plant improvement,C Bester and NC {Le Maitre} and M Visser and WC Botes,2024
Analysis of Sentiment Toward Computer Science in Pre-University Education,"Herrero-Álvarez, Rafael and Callejas-Castro, Enrique and Miranda, Gara and León, Coromoto",2024
Competencies for Smart City Challenges,Alenka Temeljotov Salaj and Olav Torp and Elham Andalib,2024
Analysis of Blended Learning Behaviour Based on K-Means Clustering Algorithm,"Sun, Yue and Xiao, Wen",2024
Analogies and Active Engagement: Introducing Computer Science,"Parham-Mocello, Jennifer and Erwig, Martin and Niess, Margaret",2024
Comparative multi-objective optimization using neural networks for ejector refrigeration systems with LiBr and LiCl working agents,Shoaib Khanmohammadi and Pouria Ahmadi and Ali Jahangiri and Ali Izadi and Rasikh Tariq,2024
Comparative experiment of the effects of unplugged and plugged-in programming on computational thinking in primary school students: A perspective of multiple influential factors,Lihui Sun and Junjie Liu and Yunshan Liu,2024
Combining STEM Education and Equity for Greater Impact in Late K-6 Classrooms,"Schifferle, Tobias M. and Kollegger, Nina",2024
Combining Montessori Pedagogy and Computing Education: First Insights from a Systematic Literature Review,"Greifenstein, Luisa and Hanusch, Adrian",2024
Collocated interactive outdoor games for children: A systematic literature review,R.W.L. Wijffelaars and P. Markopoulos,2024
Collaborative Approaches for Effective and Sustainable Integration of Computational Thinking Educational Strategies,"Paludo, Giulia and Montresor, Alberto",2024
An Interactive Picture Storybook Scheme for Lower-Grade Elementary Students to Learn Music and Computational Thinking,"Su, Jun-Ming and Lin, Yu-En and Hsu, Wei-Fang and Wu, Ting-Ti",2024
An Intelligent Pedagogical Agent for In-The-Wild Interaction in an Open-Ended Learning Environment for Computational Thinking,"Murali, Rohit and Lall\'{e}, S\'{e}bastien and Conati, Cristina",2024
An integrated picture fuzzy standard deviation and pivot pairwise assessment method for assessing the drivers of digital transformation in higher education institutions,Arunodaya Raj Mishra and Pratibha Rani and Dragan Pamucar and Adel Fahad Alrasheedi and Vladimir Simic,2024
A Scoping Review and Bibliometric Analysis of BBC Micro:Bit Research,"Cabrera, Ronny and Carrión, Andrea and Huerta, Mónica",2024
An examination of student epistemic agency: Students’ perspectives on and experiences with argumentation during STEM design challenges,María González-Howard and Victor Sampson and Christina Baze and Jocelyn Sosa Ramirez,2024
An entrepreneurial education game for effectively Tracing the knowledge structure of college students - based on adaptive algorithms,Ming Fang and Yan Liu and Chenbang Hu and Jian Huang and Lei Wu,2024
An Empirical Study on the Effect of Gamified Teaching in Scratch Courses on Developing Elementary Students' Computational Thinking,"Chen, Yuxi and Zhao, Yang and Wang, Min",2024
An empirical study on the design-based STEM + VR teaching approach to cultivate college students' computational thinking,"Li, Xing and Zhao, MingYue and Ai, Di and Zhou, XiaoChun and Xiang, Hui",2024
A Case Study on Learning Visual Programming With TutoApp for Composition of Tutorials: An Approach for Learning by Teaching,"Paredes-Velasco, Maximiliano and Lozano-Osorio, Isaac and Pérez-Marín, Diana and Santacruz-Valencia, Liliana Patricia",2024
An Empirical Study on Designing STEM+AI Teaching to Cultivate Primary School Students' Computational Thinking Perspective and Identity,"Li, Xing and Xiang, Hui and Zhao, MingYue and Zhou, XiaoChun and Huang, Jing",2024
Chemical education in digital chemistry,Fun Man Fung and Magdalena Lederbauer and Yvonne S.L. Choo and Timo Gehring and Kevin Maik Jablonka and Kjell Jorner and Philippe Schwaller and Michael B. Sullivan and Andrea Volkamer and Matthew S. Sigman and Kuangbiao Liao and Charles Windle,2024
ChatScratch: An AI-Augmented System Toward Autonomous Visual Programming Learning for Children Aged 6-12,"Chen, Liuqing and Xiao, Shuhong and Chen, Yunnong and Song, Yaxuan and Wu, Ruoyu and Sun, Lingyun",2024
ChatGPT integration within nursing education and its implications for nursing students: A systematic review and text network analysis,Joko Gunawan and Yupin Aungsuroch and Jed Montayre,2024
ChatGPT-Based Learning Platform for Creation of Different Attack Model Signatures and Development of Defense Algorithm for Cyberattack Detection,"Santhi, Thulasi M. and Srinivasan, K.",2024
Chapter Eight - Machine learning model for teaching and emotional intelligence,Mohit Kumar and Syam Machinathu Parambil Gangadharan and Nabanita Choudhury,2024
"""Data comes from the real world"": A Constructionist Approach to Mainstreaming K12 Data Science Education","Ravi, Prerna and Parks, Robert and Masla, John and Abelson, Hal and Breazeal, Cynthia",2024
Chapter 4 - Smart design for urban activation and placemaking,Nicole Gardner,2024
Chapter 3 - Machine learning applications in cancer genomics,Omar El-Charif and Russell Schwartz and Ye Yuan and Yifeng Tao,2024
Chapter 3 - Designing and prototyping smarter urban spaces,Nicole Gardner,2024
Chapter 36 - Tuning SVMs' hyperparameters using the whale optimization algorithm,Sunday O. Oladejo and Stephen O. Ekwe and Adedotun T. Ajibare and Lateef A. Akinyemi and Seyedali Mirjalili,2024
"""The \""COOL Clubs\"": Supporting gifted primary school students in STEAM""","Schwinghammer, Michaela and Milisic, Daniela and Schmidthaler, Eva and Sabitzer, Barbara",2024
Chapter 18 - Multitemporal-spatial-scale flexibility to improve renewable energy accommodation,Zongxiang Lu and Haibo Li and Ying Qiao and Le Xie and Chanan Singh,2024
Aligning community outreach initiatives with SDGs in a higher education institution with artificial intelligence,Jaluza Maria Lima Silva Borsatto and Carla Bonato Marcolin and Etienne Cardoso Abdalla and Fabiola Dutra Amaral,2024
Chapter 11 - Coordinating planning of generation-grid-load-storage flexibility resources,Zongxiang Lu and Haibo Li and Ying Qiao and Le Xie and Chanan Singh,2024
Challenges in Digital STEM Education Delivery: A Case Study from the Teachers' Perspective,"Possaghi, Isabella and Papavlasopoulou, Sofia",2024
A Physical Computing Workshop to Engage Girls from Low-Income Backgrounds,"Vergara, Katherine",2024
A pedagogy of tinkering: The pedagogical values of productive failure in childhood programming education,"Samuelsson, Robin",2024
A Pedagogical Framework for Developing Abstraction Skills,"Begum, Marjahan and Crossley, Julia and Str\""{o}mb\""{a}ck, Filip and Akrida, Eleni and Alpizar-Chacon, Isaac and Evans, Abigail and Gross, Joshua B. and Haglund, Pontus and Lonati, Violetta and Satyavolu, Chandrika and Thorgeirsson, Sverrir",2025
Adoption of low-code and no-code development: A systematic literature review and future research agenda,Matthew Oladeji Ajimati and Noel Carroll and Mary Maher,2025
Adaptive serious games assessment: The case of the blood transfusion game in nursing education,Dirk Ifenthaler and Muhittin Sahin and Ivan Boo and Darshini Devi Rajasegeran and Ang Shin Yuh,2025
A BIM-based intelligent approach to rebar layout optimization for reinforced concrete columns,Daniel Darma Widjaja and Titi Sari Nurul Rachmawati and Sunkuk Kim,2025
Accessibility of low-code approaches: A systematic literature review,Hourieh Khalajzadeh and John Grundy,2025
Authentic interdisciplinary online courses for alternative pathways into computer science,Lucia Happe and Kai Marquardt,2025
A three-phase professional development approach to improving robotics pedagogical knowledge and computational thinking attitude of early childhood teachers,Weipeng Yang,2025
23 - Sustainability in production and opportunities of electroconductive textiles,Pravin P. Chavan and Rupayan Roy and Vidhu Sekhar P. and Subhankar Maity and Pintu Pandit,2025
Assessing Elementary Teachers' Knowledge of Integrated Computational Thinking,"Joshi, Deepti and Joswick, Candace and Albert, Jennifer and Jocius, Robin and Blanton, Melanie and Petrulis, Robert and Dawson, Trent",2025
A systematic review of the use of log-based process data in computer-based assessments,Surina He and Ying Cui,2025
Artificial intelligence in teaching and teacher professional development: A systematic review,Xiao Tan and Gary Cheng and Man Ho Ling,2025
A Latent Profile Analysis of Teachers’ Knowledge About and Perceived Usefulness of Computational Thinking and How Teacher Profiles Relate to Student Achievement,Siu {Cheung KONG} and Ming LAI and Yugen LI and Tak-Yue {Dickson CHAN} and Yue {Travess ZHANG},2025
Analyzing Computational Thinking Gameplay: Identifying Struggles and the Role of Experience,"Veng, Sotheara and Zhang, Yifan and Bergwall, Ekaterina and Rutherford, Teomara",2025
7 - Basic models,Erik Cuevas and Karla Avila and Miguel Islas Toski and Héctor Escobar,2025
Comparing K-8 Computing Education Implementations Between South Africa and Sweden,"Lee, Michael J. and Lang, Annie and Ferwerda, Bruce",2025
Community partnership design of a maker-related camp for underserved youth: Impacts on youths’ present and future learning trajectories,Srinjita Bhaduri and Quentin Biddy and Melissa Rummel and Mimi Recker,2025
Cognitive foundations in the interplay between computational thinking and creativity: A scoping review,Jinhua Wang and Weipeng Yang and Michael K. Yeung,2025
Code suggestions and explanations in programming learning: Use of ChatGPT and performance,Arum Park and Taekyung Kim,2025
Child computer interactions: Cognitive development and segmenting unsafe video contents: A review,Irwa Zahoor and Sajaad Ahmed Lone,2025
5 - Using gray numbers as tools for assessment and linear programming,Michael Gr. Voskoglou,2025
An assessment framework of higher-order thinking skills based on fine-tuned large language models,Xiong Xiao and Yue Li and Xiuling He and Jing Fang and Zhonghua Yan and Chong Xie,2025
A rapid and inclusive instrument for assessing children’s basic understanding of physical computing,Andrea Bonani and Rosella Gennari and Alessandra Melonio and Pierpaolo Vittorini,2025
An Analysis of K-12 Programming Education Utilizing the Minecraft Metaverse Amidst the COVID-19 Pandemic,"Sawada, Chiyoko and Terazono, Masafumi and Hagino, Tatsuya and Hattori, Takashi",2025
Chapter 4 - From sketch to landscape: Transforming neuronal concepts across technological change,Roberta Bardini,2025
An algorithm for processing block diagram models of dynamical systems and an open-source visual-programming simulation tool,Miguel Torres-Torriti and Matias Rojas-Sepulveda,2025
