Title,Autor,Year
Computer science for English learners: supporting teacher learning and improved practice to engage multilinguals in AP computer science principles,"Dolores D. Lopez, Susan Yonezawa, Seaera Juarez and Ericka Tapia",2024
"The concept of pH and its logarithmic scale: A Micro Bit experience through inquiry, modeling, and computational thinking","López, Alejandro Carlos Campina and Marín, Antonio Alejandro Lorca and De las Heras Pérez, María Ángeles and Stepanovic, Marija Bosnjak",2024
Discussion on the Reform of the Cultivation of Computational Thinking Ability for Information Engineering Major under the Background of Engineering Education Accreditation,"An, Xinjun and Wang, Hongjuan",2024
Young children's copying of block constructions: Significant constraints in a highly complex task,"Landau, Barbara and Davis, E. Emory and Cortesa, Cathryn S. and Wang, Zihan and Jones, Jonathan D. and Shelton, Amy L.",2024
Discovering Programming Talent and Improving Learning Motivation with CodeCombat in K-12 Education,"Choi, Wan Chong and Choi, Iek Chong",2024
Influence of school characteristics on computational thinking: A supervised machine learning approach,"Ezeamuzie, Ndudi O.",2024
A Machine Learning-Based Adaptive Feedback System to Enhance Programming Skill Using Computational Thinking,"Kaleem, Muhammad and Hassan, Muhammad Awais and Khurshid, Syed Khaldoon",2024
CT-Mobile: Enhancing Computational Thinking via Android Graphic Design App,"Hakiki, Muhammad and Halomoan and Fadli, Radinal and Hidayah, Yayuk and Zunarti, Rita and Yanti, Vivi Yosefri",2024
Education with passion: Computing as a means for addressing the challenges of all,"Maiorana, Francesco and Csizmadia, Andrew and Cristaldii, Giusy and Riedesel, Charles",2024
K–12 Pre-service Teachers' Perspectives on AI Models and Computational Thinking: The Insights from an Interpretative Research Inquiry,"Ali, Muhammad and Wong, Gary K.W. and Ma, Ming",2024
STEM activities for boosting pupils’ computational thinking and reducing their cognitive load: Roles of argumentation scaffolding and mental rotation,"Wang, Feng and Huang, Jun and Zheng, Xiao-Li and Wu, Jun-Qi and Zhao, An-Ping",2024
Teachers’ and children’s use of words during early childhood STEM teaching supported by robotics,"Fridberg, Marie and Redfors, Andreas",2024
Relieving negative Chinese transfer in EFL syntactic writing through negative feedback based on computational thinking,"Youjun, Tang and Xiaomei, Ma",2024
"Erratum regarding missing declaration of competing interest statements in previously published articles (International Journal of Child-Computer Interaction (2023) 35, (S2212868922000782), (10.1016/j.ijcci.2022.100560))",Sin Valor,2024
A Picture Is Worth a Thousand Words: Exploring Diagram and Video-Based OOP Exercises to Counter LLM Over-Reliance,"Cipriano, Bruno Pereira and Alves, Pedro and Denny, Paul",2024
Using Grayscale Photos to Introduce High School Statistics Teachers to Reasoning with Digital Image Data,"Fergusson, Anna and Pfannkuch, Maxine",2024
“I just hope that I can change the world”: supporting student agency in CS for All,"Jean J. Ryoo, Michelle Choi, Wei Wei, Jacqualyn Blizzard-Caron, Ryan Clarke, Lillian Kohn and Daniel Voloch",2024
Robotics in universal prekindergarten classrooms,"Levinson, Tess and Bers, Marina",2024
What Comes After the Algorithm? An Investigation of Journalists’ Post-editing of Automated News Text,Sina Thäsler-Kordonouri,2024
Subject didactic knowledge (SDK). A heuristic model based on a theory of functional and personal facets of subject-matter education (SME) and its empirical implications,Horst Bayrhuber and Volker Frederking,2024
Picturing innovation in higher education: A photovoice study of innovative pedagogies,Lucian Ciolan and Loredana Manasia,2024
"Theoretical value, dynamic mechanism and implementation path of the ""new three-dimensional goal"" for computational thinking","Xin, Jin and Shan, Hongshui and Safutin, Dilibaha and Sun, Zhenyue",2024
Research on performance assessment of students’ inquiry skills in China’s elementary schools: a video analysis of Beijing discovering science around us,"Yonghe Zheng, Shuwen Yu, Mian Zhang, Jingying Wang, Xuanyang Yang, Sheng Zheng and Xiaomei Ping",2024
Do Mathematics and Reading Skills Impact Student Science Outcomes?,Christian T. Doabler and Megan Rojo and Jenna A. Gersib and Anna-Maria Fall and Maria A. Longhi and Gail E. Lovette and Greg Roberts and Jasmine Uy and Katharina Johnson and Shadi Ghafghazi et al.,2024
Determining youths’ computational thinking skills using confirmatory factor analysis,"Muhamad, Mira Qerul Barriah and Doddanavar, Indrajit Ajit and Chowdhury, Shanjida",2024
Towards an assessment model of college students’ computational thinking with text-based programming,"Zhang, Wei and Zeng, Xinyao and Song, Lingling",2024
The Shepherds of Electric Sheep: Generative AI and Creativity,"Klobucar, Andrew",2024
The effect of ability grouping on students' computational thinking in shared regulation-supported collaborative programming,"Lei, Yu and Fu, Xin and Zhao, Jingjie and Yi, Baolin",2024
Programming STEAM Applications in Informatics Education and Their Use in Biology Education,"Guniš, Ján and Šnajder, Lubomír and Mišianiková, Anna and Kotlárová, Dominika and Brinziková, Katarína and Lešková, Andrea",2024
"Erratum regarding missing Declaration of Competing Interest statements in previously published articles (International Journal of Child-Computer Interaction (2023) 38, (S2212868923000594), (10.1016/j.ijcci.2023.100622))",Sin Valor,2024
Advanced large language models and visualization tools for data analytics learning,"Valverde-Rebaza, Jorge and González, Aram and Navarro-Hinojosa, Octavio and Noguez, Julieta",2024
STEM education in academic achievement: a meta-analysis of its moderating effects,"Shu-Hsuan Chang, Lee-Jen Yang, Ching-Huei Chen, Chun-Chao Shih, Yu Shu and Ying-Tsung Chen",2024
Automated Feedback in Software Engineering: Enhancing Computational Thinking Process,"Parsa, Faraz and Moghadam, Amir Ali Amiri and Ashuri, Turaj",2024
DIY Digital Interventions: Behaviour Change with Trigger-Action Programming,"Scott, Ava Elizabeth and Reicherts, Leon and Purohit, Aditya Kumar and Hossain, Elahi and Stefanidi, Evropi and Wagener, Nadine and Schöning, Johannes and Rogers, Yvonne and Holzer, Adrian",2024
Fostering Artificial Intelligence to Face Misinformation: Discourses and Practices of Automated Fact-Checking in Brazil,Thales Lelo,2024
Debugging in Computational Thinking: A Meta-analysis on the Effects of Interventions on Debugging Skills,"Sun, Chen and Yang, Stephanie and Becker, Betsy",2024
Impact Evaluations of Teacher Preparation Practices: Challenges and Opportunities for More Rigorous Research,Zid Mancenido,2024
Experience-Based Constructionism as a Basis for HCI Education: A Case Study,Emanuel Felipe Duarte and M. Cecília C. Baranauskas,2024
"Computer, Computer Science, and Computational Thinking: Relationship between the Three Concepts","Chakraborty, Pinaki",2024
A Qualitative Analysis of Student Learning After the Completion of Maker Education Programs: Influences on the Choice of Engineering Majors,"Pan, Ai-Jou and Chou, Pao-Nan",2024
On the role of virtual reality in engineering education: a systematic literature review of experimental research (2011–2022),"Evangelia Zontou, Stavros Kaminaris and Maria Rangoussi",2024
Including neurodiversity in computational thinking,"Asbell-Clarke, Jodi and Dahlstrom-Hakki, Ibrahim and Voiklis, John and Attaway, Bennett and Barchas-Lichtenstein, Jena and Edwards, Teon and Bardar, Erin and Robillard, Tara and Paulson, Kelly and Grover, Shuchi and Israel, Maya and Ke, Fengfeng and Weintrop, David",2024
"Effects of geogebra-enhanced scratch computational thinking instruction on fifth-grade students' motivation, anxiety, cognitive load","Fang, Xiaoxuan and Ng, Davy Tsz Kit and Yuen, Manwai",2024
Enhancing programming learning performance through a Jigsaw collaborative learning method in a metaverse virtual space,"Chen, Chih-Ming and Huang, Ming-Yan",2024
Editorial,Sandy Black,2024
Assisting in a computer science education centre as a field-based internship for pre-service teachers,"Robbert Smit, Clemens Waibel and Rahel Schmid",2024
Analysis of the level of computational thinking of future teachers: a diagnostic proposal for the design of training actions; [Análisis del nivel de pensamiento computacional de los futuros maestros: una propuesta diagnóstica para el diseño de acciones formativas],"Villalustre-Martínez, Lourdes",2024
Preparing Teachers for Teaching Spatial Computational Thinking With Integrated Data Viewer Visualization of Weather Data: A Discipline-Based Perspective of Computational Thinking,"Sun, Yan and Dyer, Jamie and Harris, Jonathan",2024
Understanding U.S. secondary computer science teachers’ challenges and needs,"Sadik, Olgun and Ottenbreit-Leftwich, Anne Todd",2024
A Comparative Study of Maze Generation Algorithms in a Game-Based Mobile Learning Application for Learning Basic Programming Concepts,"Čarapina, Mia and Staničić, Ognjen and Dodig, Ivica and Cafuta, Davor",2024
‘Most Likely You Go Your Way (and I’ll Go Mine)’: School-level enactment of an educational innovation policy in Barcelona,Edgar Quilabert and Mauro C Moschetti,2024
CDIO-CT collaborative strategy for solving complex STEM problems in system modeling and simulation: An illustration of solving the period of mathematical pendulum,"Zhang, Hong-Yan and Zhou, Yu and Li, Yu-Tao and Li, Fu-Yun and Jiang, Yong-Hui",2024
Modelling computational thinking with game-based learning among primary school students’,"Mohamed, Zulkifley and Ubaidullah, Nor Hasbiah and Junus, Noor Wahida Md and Angamuthu, Kasthuri Devi and Ahmad",2024
Micro: bit programming effects on elementary STEM teachers’ computational thinking and programming attitudes: a moderated mediation model,"Sun, Lihui and Liu, Junjie",2024
Teachers’ understanding of assessing computational thinking,"Ukkonen, Aino and Pajchel, Katarina and Mifsud, Louise",2024
Simplifying Multimedia Programming for Novice Programmers: MediaLib and Its Learning Materials,"Wynn, Adam and Wang, Jingyun and Valente, Andrea",2024
Literature Review on STEM Education and Its Awareness among Teachers: An Exploration of Issues and Problems with Their Solutions,Zafarullah Sahito and Shahid Hussain Wassan,2024
A metaphor-based robot programming approach to facilitating young children's computational thinking and positive learning behaviors,"Zhang, Xinli and Chen, Yuchen and Hu, Lailin and Bao, Yiwei and Tu, Yun-Fang and Hwang, Gwo-Jen",2024
Do student teachers experience self-worth threats in computational thinking?,"Barkela, Veronika and Han, Areum and Weber, Anke Maria",2024
Rule-Based Learner Competencies Predictor System,"Gupta, Priyanka and Mehrotra, Deepti and Vadera, Sunil",2024
The Practice of Computer Basic Course Teaching for the Training of New Engineering Talents,"Zhang, Yinnan and Wang, Xiuhua",2024
Strategies and Skills in STEAM Education Systematic Review of the Literature,"Segarra-Morales, Andrea Katalina and Juca-Aulestia, Marcelo",2024
New approaches in mobile learning for early childhood education,"Papadakis, Stamatios and Kalogiannakis, Michail",2024
The effect on computational thinking and identified learning aspects: Comparing unplugged smartGames with SRA-Programming with tangible or On-screen output,"Fanchamps, Nardie and van Gool, Emily and Slangen, Lou and Hennissen, Paul",2024
Investigating the discrepancy between students’ self-efficacy and their performance regarding computational thinking,"Yang, Tianxiao and Cheon, Jongpil",2024
Learning by Talking: Using Multimedia to Enhance Science Explanation Development of Neurodivergent Students,Victoria J. VanUitert and Emily Millirons and Olivia F. Coleman and Michael J. Kennedy,2024
Pre-service teachers’ insights on data agency,Henriikka Vartiainen and Lotta Pellas and Juho Kahila and Teemu Valtonen and Matti Tedre,2024
"K-12 Computer Science Teaching Strategies, Challenges, and Teachers’ Professional Development Opportunities and Needs","Zhu, Meina and Wang, Cheng",2024
"A Visual-Based Energy Efficient Digital Agro (EE i-Agro) Project for Design & Technology Subject, Based on Computational Thinking Skills Across STEM","Zaman, Halimah Badioze and Ismail, Rahimah and Ibrahim, Nazrita and Mohamad, Ummul Hanan",2024
Exploratory Study of the Influence of Immersion in Games on Computational Thinking among University Students,"Fukui, Masanori and Sano, Yudai and Xiang, Li and Ong, Eng Tek and Yanuarto, Wanda Nugroho and Anggoro, Subuh and Ng, Khar Thoe",2024
Exploring Clusters of Novice Programmers’ Anxiety-Induced Behaviors During Block- and Text-Based Coding: A Predictive and Moderation Analysis of Programming Quality and Error Debugging Skills,Abdullahi Yusuf and Amiru Yusuf Muhammad,2024
Practice and Exploration of Discrete Mathematics Teaching in Applied Undergraduate Colleges Under the Background of New Engineering,"Zhang, Ming Chao and Zhang, Ming Hui",2024
Abstracts,Sin Valor,2024
"Why Do Young Kyrgyz Individuals Use Instagram? An Investigation of the Impacts of Surveillance/Knowledge About Others, Documentation and Self-expression Factors",Gülgün Afacan Adanır and Gulshat Muhametjanova,2024
Problem solving and mathematical modelling as tools in mathematics education,"Voskoglou, Michael Gr.",2024
Using Mobile Dual Eye-Tracking to Capture Cycles of Collaboration and Cooperation in Co-located Dyads,"Schneider, Bertrand and Bryant, Tonya",2024
Promoting Letter-Naming and Initial-Phoneme Detection Abilities Among Preschoolers at Risk for Specific Learning Disorder Using Technological Intervention With Two Types of Mats: With and Without Target Letter Forms,Gila Apelboim-Dushnitzky and Oren Tova,2024
Solvi: A visual constraint modeling tool,Xu Zhu and Miguel A. Nacenta and Özgür Akgün and Daniel Zenkovitch,2024
‘You Can Get That Person on ART but You Can’t Give Them Back Their Social System’: A Qualitative Analysis of Voluntary Assisted Partner Notification for HIV for Marginalised and Vulnerable Populations,Kate Bärnighausen and Astrid Berner-Rodoreda and Maureen McGowan and Mark Donald Reñosa and Caroline Mtaita and Florian Neuhann,2024
Do 3–8 Years Old Children Benefit From Computational Thinking Development? A Meta-Analysis,"Wang, Xiaowen and Chan, Kan Kan and Li, Qianru and Leung, Shing On",2024
Engaging students of color in physiological computing with insights from eye-tracking,"Feiya Luo, Ruohan Liu, Fatema Nasrin, Idowu David Awoyemi, Chris Crawford and Wenchao Ma",2024
Research on Teaching Reform for Python Programming Curriculum Based on AIGC-CDIO-OBE Model,"Liao, Erchong",2024
The effects of dynamic and static feedback under tasks with different difficulty levels in digital game-based learning,Peipei Mao and Zhihui Cai and Zhikeng Wang and Xin Hao and Xitao Fan and Xiaojun Sun,2024
Deep learning artificial neural network framework to optimize the adsorption capacity of 3-nitrophenol using carbonaceous material obtained from biomass waste,"Tariq, Rasikh and Abatal, Mohamed and Vargas, Joel and Vázquez-Sánchez, Alma Yolanda",2024
Serious game-based learning and learning by making games: Types of game-based pedagogies and student gaming hours impact students' science learning outcomes,Ai-Chu Elisha Ding and Cheng-Han Yu,2024
Understanding factors affecting fundamental school teachers’ use of technology in Luxembourg through a survey study,Kateryna Ivanishchenko and Gilbert Busana and Robert A.P. Reuter,2024
"Greek translation, cultural adaptation, and psychometric validation of beginners computational thinking test (BCTt)","Vourletsis, Ioannis and Politis, Panagiotis",2024
Teaching Programming through Multi-Context Physical Computing,"Maximova, Alexandra",2024
Eye-tracker and fNIRS: Using neuroscientific tools to assess the learning experience during children's educational robotics activities,Eneyse Dayane Pinheiro and João Ricardo Sato and Raimundo da Silva Soares Junior and Candida Barreto and Amanda Yumi Ambriola Oku,2024
Using Debugging as a Platform for Transdisciplinary Learning,"Panorkou, Nicole and York, Toni and Germia, Erell",2024
Fourth industrial revolution technologies and sectoral employment in South Africa,Dorcas Gonese and Nicholas N. Ngepah,2024
Assessing Teachers’ Knowledge of How to Use Computer Programming in Science and Technology Education,"Karlsen, Niklas and Henriksen, Ellen Karoline and Pajchel, Katarina",2024
Enhancing EFL Vocabulary Acquisition Through Computational Thinking,"Tang, Youjun and Ma, Xiaomei",2024
Using Algorithmic Tools in Teaching Programming at Primary Schools,"Kockova, Petra and Kilianova, Kristyna and Kostolanyova, Katerina",2024
A Deep Learning Framework With Visualisation for Uncovering Students’ Learning Progression and Learning Bottlenecks,Chun Yan Enoch Sit and Siu-Cheung Kong,2024
Multidimensional Framing of Environments Beyond Blocks and Texts in K–12 Programming,Ndudi Okechukwu Ezeamuzie and Mercy Noyenim Ezeamuzie,2024
Making as an opportunity for classroom assessment: Canadian maker educators’ views on assessment,Yumiko Murai and A. {Yulis San Juan},2024
Towards teaching strategies addressing online learning in blended learning courses for adult-learners,Nanda {van der Stap} and Theo {van den Bogaart} and Stan {van Ginkel} and Ebrahim Rahimi and Johan Versendaal,2024
How AI Assisted K-12 Computer Science Education: A Systematic Review,"Liu, Zifeng and Guo, Rui and Jiao, Xinyue and Gao, Xueyan and Oh, Hyunju and Xing, Wanli",2024
BERT-based transfer learning in tacit knowledge externalization: A study case of history teachers,Guang Li and Linkai Zhu and Fangfang Liu and Zhiming Cai and Yiyun Wang and Ruichen Gao,2024
Palestine at the International Olympiad in Informatics: Advancing Computational Thinking Among K-12 Students,"Alrefaya, Musa and Alhajajla, Samed",2024
Gaze-based attention network analysis in a virtual reality classroom,Philipp Stark and Lisa Hasenbein and Enkelejda Kasneci and Richard Göllner,2024
Challenges in Digital STEM Education Delivery: A Case Study from the Teachers' Perspective,"Possaghi, Isabella and Papavlasopoulou, Sofia",2024
Augmented Reality–Based Learning Media on Mathematical Computational Thinking Ability,"Angraini, Lilis Marina and Noto, Muchamad Subali and Muhammad, Ilham",2024
‘I think it's probably one of the most important skills we could ever know’: insights from early-career engineers on the preparedness of undergraduate degrees for the aerospace industry,Secil Akinci-Ceylan and Benjamin Ahn,2024
The intentions of the designers of digital educational tools in early childhood education,"Ploog, Maria and Wiktorski, Tomasz",2024
Research on the Teaching Model of Interdisciplinary Computational Thinking Cultivating from the Perspective of Problem-Solving,"Li, Gongli and Liu, Xixi and Hou, Jingwen",2024
"Play with coding toys in early childhood education and Care: Teachers’ pedagogical Strategies, views and impact on children's development a systematic literature review","Pollarolo, Enrico and Papavlasopoulou, Sofia and Granone, Francesca and Reikerås, Elin",2024
Development of a Content Framework of Artificial Intelligence Integrated Education Considering Ethical Factors,"Lee, Jeonghun and Hong, Misun and Cho, Jungwon",2024
Training Computational Thinking to Leverage Citizens of Next Generation,"Araújo, Cristiana and Henriques, Pedro Rangel and Cerqueira, João José",2024
PlutoAR: a scalable marker-based augmented reality application for interactive and inclusive education,"Dash, Ajaya Kumar and Behera, Santosh Kumar and Dogra, Debi Prosad",2024
Embodied learning for computational thinking in early primary education,"Kwon, Kyungbin and Jeon, Minji and Zhou, Chen and Kim, Keunjae and Brush, Thomas A.",2024
Digital Information Technology Enabling Computational Thinking C Language Blended Teaching,"Cao, Jingxin",2024
Designing an Inclusive Artificial Intelligence (AI) Curriculum for Elementary Students to Address Gender Differences With Collaborative and Tangible Approaches,Keunjae Kim and Kyungbin Kwon,2024
The Effect of Teaching Physical Programming on Computational Thinking Skills and Self-Efficacy Perceptions Towards Computational Thinking,"Yurdakök, Ezgi Arzu and Kalelioğlu, Filiz",2024
Engaging elementary students in data science practices,"Adisa, Ibrahim Oluwajoba and Herro, Danielle and Abimbade, Oluwadara and Arastoopour Irgens, Golnaz",2024
Enhancing logic and problem-solving skills in the digital age,"Das, Sayani and Mitra, Archan",2024
Utilizing a computational thinking engagement inventory to support inclusive computational thinking pathways,"Coenraad, Merijke and Rangel, Alessandra and Dunbar, Kyle",2024
Constructing and development of the psycho-computing traits scale: a psychometric analysis of computer users and students in the field of computer science,Shoeb Saleh and Rommel AlAli,2024
Evaluating Digitalized Visualization Interfaces: Integrating Visual Design Elements and Analytic Hierarchy Process,Zhiping Liu,2024
An Instrument to Characterize the Cognitive Process Associated with Computational Thinking Skills for Engineering Students,"Chaabi, Hasnaa and Huerta, Milagros and Dodero, Juan Manuel",2024
Metacognition and Mathematical Modeling Skills: The Mediating Roles of Computational Thinking in High School Students,"Zhang, Jing and Zhou, Yu and Jing, Bin and Pi, Zhongling and Ma, Hongliang",2024
Exploring Computational Thinking Perspectives in Black Communities with Physiological Computing,"Lewis, Myles and Holloman, Amanda and Hernandez Cuevas, Bryan Y. and Crawford, Chris",2024
"Unlocking insights: A comprehensive dataset analysis on the acceptance of computational thinking skills among undergraduate university students through the lens of extended technology acceptance model, HTMT, covariance-based SEM, and SmartPLS","Rosli, Mohd Shafie and Awalludin, Muhammad Fairuz Nizam and Han, Cheong Tau and Saleh, Nor Shela and Noor, Harrinni Md",2024
ANALYZING THE RELATIONSHIP BETWEEN UNDERGRADUATE STUDENTS’ COMBINATORIAL THINKING AND COMPUTATIONAL THINKING,"Jung, Won and Kwon, Oh Nam",2024
Teaching parametric design: fostering algorithmic thinking through incomplete recipes,"Vazquez, Elena",2024
Playing Video Games to Learn Computational Thinking? A Case Study of Game-Based Learning in Secondary CS Education,"Bajramović, Azra and Steinmaurer, Alexander and Gütl, Christian",2024
Scaffolding AI Research Projects Increases Self-efficacy of High School Students in Learning Neural Networks (Fundamental),"Shailja, S. and Kumar, Satish and Caetano, Arthur and Pandey, Ayush",2024
"Maternal exposure to heat and its association with miscarriage in rural KwaZulu-Natal, South Africa: A population-based cohort study",Yoshan Moodley and Kwabena Asare and Frank Tanser and Andrew Tomita,2024
Validating a performance assessment of computational thinking for early childhood using item response theory,"Na, Chungsoo and Clarke-Midura, Jody and Shumway, Jessica and van Dijk, Wilhelmina and Lee, Victor R.",2024
Comparing the effects of plugged-in and unplugged activities on computational thinking development in young children,"Lin, Yan and Liao, Hongjian and Weng, Suxian and Dong, Wanqi",2024
Board 320: Integrating Playful Learning: A Mixed-Reality Approach to Enhance Computational Thinking in Young Learners,"Hwang, Jaejin and Kim, Yanghee and Lee, Sungchul and Mosher, Joshua and Koradala, Nikitha and Sohail, Mohammad Faizan",2024
Development of Academic Projects with Robotics for Social Support: Initiatives of Mexican engineering Students,"Lopez-Caudana, Edgar and Luviano, Ariadna Sosa and Lora, Joan Domínguez and De León, Victoria Rodriguez and González, Carina Soledad González and George-Reyes, Carlos Enrique",2024
"7th International Conference of Innovative Technologies and Learning, ICITL 2024",Sin Valor,2024
Diving into the role: a multi-case study on supporting novice CS teachers’ knowledge through co-teaching,"Aman Yadav, Michael Lachney, Richard Hill, Andrew Lapetina, Anne Drew Hu, Hyein Jee and Madison C. Allen Kuyenga",2024
The Use of Facial Recognition in Sociological Research: A Comparison of ClarifAI and Kairos Classifications to Hand-Coded Images,Crystal E. Peoples and Paige Knudsen and Melany Fuentes,2024
Sorption Behavior of Azo Dye Congo Red onto Activated Biochar from Haematoxylum campechianum Waste: Gradient Boosting Machine Learning-Assisted Bayesian Optimization for Improved Adsorption Process,"Gamboa, Diego Melchor Polanco and Abatal, Mohamed and Lima, Eder and Franseschi, Francisco Anguebes and Ucán, Claudia Aguilar and Tariq, Rasikh and Elías, Miguel Angel Ramírez and Vargas, Joel",2024
The effectiveness of the computational-based learning (CBL) model to improve computational thinking ability in physics in senior high school,"Indrawati, Indrawati and Huda, M.K. and Mudakir, I. and Budiarso, A.S.",2024
Computational Thinking on Mathematical Problem-Solving: Bibliometric Theme and Aspect,"Susanti, Reni D. and Lukito, Agung and Ekawati, Rooselyna",2024
Analyzing Handwritten Log Data for Evaluating Computational Thinking: Investigating State Transitions in Drawing Tasks Using Pen-Based Tablets,"Urayama, Kohei and Shimakawa, Hiromitsu",2024
Analysis of the opposition relationship in water resource set pair system; [水资源集对系统中的对立关系分析],"Jin, Juliang and Zhou, Liangguang and Cui, Yi and Wang, Mingwu and Zhou, Rongxing and Pan, Zhengwei",2024
Design-Based Digital Story Program: Enhancing Coding and Computational Thinking Skills in Early Childhood Education,"Metin, Şermin and Kalyenci, Damla and Başaran, Mehmet and Relkin, Emily and Bilir, Büşra",2024
Effect of Different Flow Design Approaches on Undergraduates' Computational Thinking During Pair Programming,"Zhou, Ruijie and Xie, Chong and He, Xiuling and Li, Yangyang and Fan, Qiong and Yu, Ying and Yan, Zhonghua",2024
Computational creativity issues in generative design and digital fabrication of complex 3D meshes,Umberto Luigi Roncoroni and Veronica Crousse de Vallongue and Octavio Centurion Bolaños,2024
Computational Thinking and Creative Programming Activities Enhance the Information Literacy of Freshmen,"Chen, Hsin-Chin and Hsueh, Kan-Lin and Lee, Yeong-Chyi and Hwang, Jan-Pan",2024
Primary students’ relational thinking and computation strategies with concrete-to-symbolic representations of subtraction as difference,Karina J. Wilkie and Sarah Hopkins,2024
Construction of Mathematics Cognitive Test Instrument of Computational Thinking Model for Madrasah Aliyah Students,"Istiqlal, Muhammad and Istiyono, Edi and Widihastuti and Sari, Desy Kumala and Danni, Rahmat and Safitri, Islamiani",2024
STEAM in early childhood education: a scoping review,"Jiahong Su, Iris Heung Yue Yim, Rupert Wegerif and Samuel Kai Wah Chu",2024
"Exploring Gender, Computational Making and E-Textiles using the BBC micro:bit","Rode, Jennifer Ann and Barkhuus, Louise and Ioannou, Andri",2024
Promoting Entrepreneurial Intentions and Competencies Through Business Simulation Games,Lusia Maryani Silitonga and Budi Dharmawan and Astrid Tiara Murti and Ting-Ting Wu,2024
The Impact of ICT Resources on Chinese Middle School Students' CT Skills: The Mediating Role of ICT Literacy,"Zhou, Yu and Sun, Junmei and Zhang, Jing and Jing, Bin and Ma, Hongliang and Li, Xiaofei and Han, Yifei",2024
Automated verification of fundamental algebraic laws,"Zakhour, George and Weisenburger, Pascal and Salvaneschi, Guido",2024
"Enhancing Computational Thinking with 3D printing: Imagining, designing, and printing 3D objects to solve real-world problems.","Grizioti, Marianthi and Kynigos, Chronis and Nikolaou, Maria-Stella",2024
Effects of Gamified Python Programming on Primary School Students’ Computational Thinking Skills: A Differential Analysis of Gender,Lihui Sun and Junjie Liu,2024
Unplugged programming practice in Chinese rural primary schools: a method to foster students’ computational thinking and resilience,"Liu, Wenhui and Hu, Linlin",2024
Development and Usability Testing of a Virtual Reality Game for Learning Computational Thinking,"Sukirman, Sukirman and Ibharim, Laili Farhana Md and Said, Che Soh and Murtiyasa, Budi",2024
The Development and Validation of the Questionnaire to Characterize Learning Strategies in Computer Programming (CEAPC),Stephanie Torres Jiménez and Jhon Jairo Ramírez-Echeverry and Felipe Restrepo-Calle,2024
Data-Driven Design in the Design Process: A Systematic Literature Review on Challenges and Opportunities,"Juan Carlos Quiñones-Gómez, Enric Mor and Jonathan Chacón",2024
Effects of a Programming Course Using the GAME Model on Undergraduates’ Self-Efficacy and Basic Programming Concepts,Chun-Yen Tsai and Yun-An Chen and Fu-Pei Hsieh and Min-Hsiung Chuang and Chien-Liang Lin,2024
Computational thinking tools: Review and current status,"Ojha, Nitish Kumar and Dubey, Sanjay Kumar and Vaish, Abhishek",2024
The End is the Beginning is the End: The closed-loop learning analytics framework,Michael Sailer and Manuel Ninaus and Stefan E. Huber and Elisabeth Bauer and Samuel Greiff,2024
Enhancing computational thinking in students with autism spectrum disorder and intellectual disabilities: a robot programming approach,"Kim, MiJeong and Kim, JaMee and Lee, WonGyu",2024
Unplugged: Planting and Growing the Seed of Replacement in Four-Year Old-Children,"Simpson, Amber and Borowski, Rebecca and Colquhoun, Ashleigh and Hu, Zhengqi",2024
Tinkercad Circuits Platform-Based Learning Experiences of Gifted Students in the Emergency Distance Education Process,Cengiz Tüysüz and Nurettin Can Bodur and Ilker Ugulu,2024
Towards the Unification of Computational Thinking and EUDability: Two Cases from Healthcare,"Barricelli, Barbara Rita and Fogli, Daniela and Gargioni, Luigi and Locoro, Angela and Valtolina, Stefano",2024
Coding With Robots or Tablets? Effects of Technology-Enhanced Embodied Learning on Preschoolers’ Computational Thinking and Social-Emotional Competence,"Yang, Weipeng",2024
A Systematic Approach to Catalogue Learning Resources that Promote Computational Thinking,"Araújo, Cristiana and Rangel Henriques, Pedro and Jose Cerqueira, Joao",2024
Didactic strategies for the education of computational thinking from a gender perspective: A systematic review,"Torres-Torres, Yucnary-Daitiana and Román-González, Marcos and Perez-Gonzalez, Juan-Carlos",2024
Conceptualizing Flexibility in Programming-Based Mathematical Problem-Solving,Huiyan Ye and Oi-Lam Ng and Zhihao Cui,2024
The Impediments to the Process of Implementing Robotics in the School Education System in Uzbekistan,Indira Abdullaeva Yuldashevna and Karan Khurana,2024
Engaging Young Students in Effective Robotics Education: An Embodied Learning-Based Computer Programming Approach,Xinli Zhang and Yuchen Chen and Danqing Li and Lailin Hu and Gwo-Jen Hwang and Yun-Fang Tu,2024
Exploring computer science understanding and rationales in preservice teacher pathways through faculty professional development,"Michael Karlin, Yin-Chan (Janet) Liao and Swati Mehta",2024
Analysis of Sentiment Toward Computer Science in Pre-University Education,"Herrero-Alvarez, Rafael and Callejas-Castro, Enrique and Miranda, Gara and Leon, Coromoto",2024
A systematic review of assessments for young children’s scientific and engineering practices,"Chen, Yi-Chun and Wu, Hsin-Kai and Hsin, Ching-Ting",2024
Implementation of Project-Based Learning Computational Thinking Models in Mobile Programming Courses,"Ismael and Jalinus, Nizwardi and Putra, Rusnardi Rahmat",2024
Enriching Minds: The Gifted Education Landscape in the Syrian Arab Republic,Marwan Al-Raeei and Chadi Azmeh and Hala AlDakak,2024
Interdisciplinary Integration of Computational Thinking in K-12 Education: A Systematic Review,"Yeni, Sabiha and Grgurina, Nataša and Saeli, Mara and Hermans, Felienne and Tolboom, Jos and Barendsen, Erik",2024
